timestamp-old,speaker,words,tags,highlight,timelink,timestamp
,Group:,"That is Yao, meaning they are gone (maguduka) and are now back, they are finished their contract (Magaisa). ",maguduka;magaisa,,,
,EM:,What about amongst yourselves? What language or what did you call yourselves?,,,,
,Group:,"When we are on our own, we used to speak in Fanakalou so that others who did not travel to South Africa would not understand us. A secret language. So, wife and children of the ex-miners would not have understood anything.",Fanakalou,,,
,EM:,"What songs were you singing while in the mines, on your own in South Africa?",songs,,,
,Unclear Respondent:,"You see, were not working alone as Malawians. We worked with different people from different countries and cultures. We worked with Tswanas, Shanganis, and others. We could not sing our own songs as that would break the unity we had. However, we could sing a common song in fanakalou that everyone in the mine understood. ",songs;Fanakalou;Tswana people;Shangaan people,,,
,Group:,"Mostly the Shanganis liked singing unlike us, Malawians. We could only join them whenever they started. ",songs;Shangaan people,,,
,EM:,Like what songs?,songs,,,
,Group:,"They liked Chilala ma poisa, chilala ma poisa.",,,,
,EM:,What did that mean?,,,,
,Alabi Mitawa:,"It means in the mines we had men having sex with other men. So, when we see a police officer giving a gift to a man, we knew they were homosexuals (mathanyula). These are police within the mines. They had so many powers and could easily force to sleep with you. So, each time we saw that happening we sang such song.",homosexuality;songs,,,
,Unclear Respondent:,"Also on Sundays, we had social events where each country showcased their traditional dances. As from Malawi, we had Chongolo by Achewa from Lilongwe. Together with other countries’ cultural dances, we had a lovely afternoon in the halls, or mine stadiums. We had fun. We did not have to go outside to seek entertainment. This was only men’s entertainment.",dances;chongolo,,,
,EM:,"So, you meant chongolo was a Malawian dance?",dances;chongolo,,,
,Ngumbalo Harry:,"Not really. Chongolo was a mine school test, where we were tested blood strength. It was too hot in the mines, ranging from 30 to 40 degrees Celsius high. So not all men could get inside that. Hence, we had to be tested chongolo, blood test, to measure if you can to what levels in the mine. Like, me, I passed all levels hence I could work at any levels in the mines. Others could only go as far as second level due to their blood test.",medicine;health;chongolo,,,
,Alabi Mitawa:,"True, we were tested on the scale from morning to 12pm. Others could fall on the scale. It wasn’t an easy process. That process was called chongolo. Even the white men were also tested so measure how far they can go. Checking their energy levels.",medicine;health,,,
,EM:,Was this taking place in the Malawi? Or right in the mines?,medicine;health,,,
,Group:,"Was in the mines, just before we got in. we had to go through this test.",medicine;health,,,
,EM:,"So, what happened if you failed?",medicine;health,,,
,Alabi Mitawa:,"Actually, they had to give you energy injection. A very painful injection, they were injecting on your chest near the heart. After three days, you were gaining a lot of energy. We were receiving this injection 3times in 24 months, twice in 18 months. ",medicine;health,,,
,EM:,What was the name of this injection?,medicine;health,,,
,Group:,"Ohm, no idea as we got it from the doctors.",medicine;health,,,
,EM:,"So, you had to go to the hospital, or you received it right within the mines?",medicine;health,,,
,Group:,"Yes, we got it from the doctors within the mines",medicine;health,,,
,EM:,"Tell me, were the dances done individually or communally? Say all countries came together to showcase their cultural dances?",dances,,,
,Chitani Sane Amidu:,"All miners on Sunday came together and celebrated these cultural dances together. Shanganis, Sothos, Angolans, Malawians and even South Africans, we all came together in the hall or stadium and show case our cultural dances.",Shangaan people;Sotho people;Angolan people;dances,,,
,EM:,What time were these social events taking place?,,,,
,Pearson Kumbemba:,"All day. Started in the morning till evening. Some ingoma, nyau, were also being showcased by Malawians. We got the materials right there",dances,,,
,EM:,How did that affect you?,,,,
,Group:,"We were excited. We were reminded of our individual homes and cultures. Helping us not to forgo our cultures ",dances,,,
,EM:,"Oh, that was good. Did you have sports like football?",football,,,
,Group:,"Yes, especially after the traditional dances, we had soccer matches. Country versus country.",football,,,
,EM:,"Wow! Was Malawi winning? ",football,,,
,Group:,"Yes, we used to win and at times we could lose. We also used to play mine against mine during those social weekends. And we only had men as spectators without women supporters.",football,,,
,EM:,"So, did you have something in common with other miners from other countries?",,,,
,Pearson Kumbemba:,"Yes, especially the Shanganis, we had similar things even culturally. A bit different from other countries like Angola, Lesotho, etc.",Shangaan people;Angolan people;Sotho people,,,
,Group:,"Some other things were a bit similar for instance the dances and language of Malawians from Dedza and South Africans (Zulus, Xosas).",dances;language,,,
,EM:,"Now I am interested to know especially the dangers you may have encountered while prior to leaving for South Africa at Mapanga. You were being weighed on scale, tested, and even injected with different vaccines.  Firstly, were you weighed while naked or with clothes? And who was carrying such tests?",dangers;health;medicine,,,
,Group:,"Were weighed while naked in front of a white doctor from Thyolo hospital. [Thyolo is district next to Blantyre. This doctor would be coming from the tea and coffee estates clinics. He must have been well versed with these tests while working with the estate labourers, who may have gone through similar tests]",Thyolo;medicine,,,
,EM:,How did you feel being weighed and tested while naked?,medicine,,,
,Ngumbalo Harry:,"Testing us while naked was not right to be honest. It was sad and regrettable, unfortunately we had less power as we wanted to fight our own poverty.",medicine,,,
,EM:,"Did they request for your consent? Or inform you of the procedure? ",medicine,,,
[01:31:55],Ngumbalo Harry:,"No ways. We were only asked to take off our clothes and go straight to the scale. They were even touching us, our private parts, without respect. ",medicine,,,
,EM:,Was this done at Mapanga?,medicine;Mapanga,,,
,Ngumbalo Harry:,"Yes, this was at Mapanga. They were not even classifying us men from young men. All were naked before each other. Some had their uncles and grandparents there but were not spared of this. We exposed ourselves to this simply because, we want to alleviate our poverty. No choice.",medicine;Mapanga,,,
,EM:,"And, you did not have chance to complain these acts?",medicine,,,
,Group:," No. We were swallowing our pride and respect so that we get access to the contract with WNLA",medicine,,,
,Beston Makhuva Fred:,TEBA was different. We were even tested by a woman. While naked the lady would shake our manhood. This was very inhumane. We are human beings and not less human despite our poverty. This was done at Mzilikazi center in South Africa.,Teba;medicine;Mzilikazi,,,
,EM:,"Oh, with TEBA, this exercise was don’t right in South Africa not at Mapanga as was with WNLA?",Teba;Mapanga,,,
,Beston Makhuva Fred:,"Yes. That was it. It was a woman who was doing it. And she was very pompous and enjoying touching us without respect. ",medicine,,,
,EM:,How did you take that?,medicine,,,
,Beston Makhuva Fred:,"I had no choice. I was already in South Africa, on site, I could not go back home simply because I didn’t want to be touched by a woman. Plus, I have an agenda I wanted to achieve, ending my poverty. ",medicine,,,
,EM:,"That was bad. Now, what was the main reason for most parents refusing to let their children to go to WNLA?",family,,,
,Group:,"Mostly parents were afraid of death, accidents. They heard many rumours about the dangers in the mines.",family,,,
,EM:,"Now that you were there, experienced it, what would tell those parents?",family,,,
,Beston Makhuva Fred:,"It was not easy. You imagine travelling on a line after being tied up to several wires. You are facing death right there, though were well protected. We could see sharp stones facing us and we had to pass through them to the very deep down. ",dangers,,,
,Useni Afiki:,It was very hard work. Walking a long distance underground. But we were well equipped. Though those clothing attire if it gets worn out you must buy it yourself. But torches and others we were given by the office. We had boots. These boots get worn out fast due to the heat inside the mines.,dangers;purchases,,,
,EM:,How did all that affect your health?,health,,,
,Group:,"We had no choice, what we wanted was to get money, to support our families. However, when we got sick, they sent us back home, especially TB.",health;tuberculosis;remittances,,,
,EM:,"How come when you contracted the disease in the mine, should you go back home?",health,,,
,Group:,"Yes, they wanted a healthy working force. You know in the mine, there is too much dust. So, TB was always the common disease. This was why each morning before any work in the mine, they started watering all angles to control the dust. So, TB and Psychosis (SP) was always the issue. Also, in the mine there was no water. You could not drink water.",health;tuberculosis;mental health,,,
,,"Others disputed the point that in the mine you could not drink water, that in other mines, water was provided to the miners within the mines.",health,,,
,EM:,Was the elevator moving down with speed or normal speed?,dangers,,,
,Group:,"Oh, it went down at high speed. More than a car",dangers,,,
,EM:,Was that scary?,dangers,,,
,Group:,"6666m down at a high speed, very fast in 5 minutes. It was scary, though we got used to it, with no noise at all. ",dangers,,,
,EM:,Were you able to talk to each other while in the cape?,,,,
,Pearson Kumbemba:,"No, we did not talk to each other. We just travel at high speed. ",dangers,,,
,EM:,How did you feel when getting down?,,,,
,Pearson Kumbemba:,Some vomited when they arrived down. Even some private parts had to go in when going down. You only realized them back when you landed.,dangers,,,
,EM:,Were you prepared about all these risks before you got into the mine?,dangers,,,
,Group:,"We were not informed of such risks at all. Even then, we would still go inside to serve our objectives. Remember we had no options",dangers,,,
,EM:,"How about the ex-miners, who happened to be friends, would they share with you some of the dangers of working in the mines?",dangers,,,
,Group:,"No, they would never tell us. Even us did not want to tell anyone aspiring to go to WNLA about the dangers we faced in the mines. We kept it a secret.",dangers,,,
,EM:,Why would you keep it a secret from young men who are eager to go to WNLA?,dangers,,,
,Pearson Kumbemba:,It was because we did not want them to be afraid and give up from going to WNLA.,dangers,,,
,EM:,Was this an advice from the mine leaders or WNLA?,dangers,,,
,Group:,"We just developed this attitude. Nothing really. We wanted the new men to face the challenges themselves. Go and see for themselves. Also, that if they tell them, some will mock these ex-miners of the hardship.",dangers,,,
,EM:,Was that okay looking back at that attitude?,dangers,,,
,Group:,"No, it was not okay really. We regret. However, that was the trend by many of the ex-miners.",dangers,,,
[01:51:50],,[break and unclear conversation],,,,
,EM:,Can you come again?,,,,
,Unclear Respondent:,"In the mine in which I was working, if you don’t report for work one day for no apparent good reason, they would arrest you for 14 days and be help in the mine prison.",absenteeism,,,
,EM:,"Oh, is that so?",,,,
,Unclear Respondent:,"This was mostly with Malawians as we were very loyal unlike our colleagues from South Africa who were vocal and could fail to report to work any day they want without any punishment. We were very passionate about our work and passive. During holiday days, we could just remain within the mine. And if we were sick, we could go access treatment but not failing to report to work. ",absenteeism,,,
,EM:,Why would they arrest loyal and hardworking Malawians and take no action against lazy South Africans and other nations? I don’t understand the rationale.,absenteeism,,,
,Unclear Respondent:,"The issue is, we Malawians vowed to come to work hard and not to be lazy. So, we made an agreement with our government that we will not embarrass our country. So, not report to work for no good reason, was punished by 14 days imprisonment. ",absenteeism,,,
,"Unclear Respondent, different:","In my case in Impala, RPM, and Burgersfort, they did not arrest us for absenteeism. They instead cut our daily pay. They did not send us to prison. And in other cases, they would cut the salary only if you failed to report to work three times consecutively.",Impala Platinum;RPM Mine;Burgersfort;absenteeism,,,
,EM:,Let us talk about religion. We have our religious affiliations. Tell me how did your religion prepare you for this journey to work in the mine? Did it have any contribution?,religion,,,
,Group:,"Ohm, for us Muslims it did not help us in any way. We did not have to get any permission from it. So, it played no part.",religion,,,
,EM:,"Oh, okay. What about Christians?",religion,,,
,Unclear Respondent:,"I am a CCAP (Church of Central African Presbyterian). It had no impact either. We did not have to tell anyone ",religion,,,
,EM:,"While in the mines, how did your faith help you to persevere the hard labour you encountered?",religion,,,
,Pearson Kumbemba:,"Our different faiths really made us strong and persevere all the hardship we encountered daily in the mines. We knew soon we shall be out of this and be ready to live a better life out there. It was a sacrifice to some extent. ",religion,,,
,Ngumbalo Harry:,"Very true. Like some of us Muslims, we had to eat anything that was given to us. Whether it was pork, forbidden fish and other foods we had to eat just to be able to work in the mines. We had to forgo many of the things.",religion,,,
,EM:,Going back to the first set of questions I asked those I talked to last time. Was there vetting done by the chiefs before recommending you to the Traditional Authority?,vetting,,,
,Unclear Respondent:,"Yes. They would want to find our if you are of good reputation in the village. If you paid your taxes, political cards, no criminal records etc. then, the chief would recommend you to the TA.",vetting,,,
,Unclear Respondent:,There were some taxes as well that we paid without us knowing. But the government Malawi and of South Africa knew everything about it including their agreements. these taxes were cut while in South Africa already.,taxes,,,
,EM:,"So, you mean while in South Africa, there were some hidden taxes that you were not aware of? ",taxes,,,
,Unclear Respondent:,"Yes. Some of these taxes included, death, funeral, graveyard, coffin taxes. They used to cut us even when you were not aware of. We only realized of these taxes when we came back home.",taxes,,,
,EM:,Were you paid back those taxes when you came back home alive?,taxes,,,
,Group:,"Oh, no. we were only receiving the documents with such taxes attached in. They were not paying us back. We don’t know where this money is.",taxes,,,
,EM:,"That’s unfair, big injustice. What about if you died in South Africa what happened?",taxes,,,
,Group:,"They would bury you there. Everything they would do it themselves without anyone. However, they would send the money to the next of kin suggested by you before your death.",taxes,,,
,EM:,Was this done with your consent where you had to sign?,taxes,,,
,Group:,"Not at all. We only realized this when we came back and when you had no powers to demand repayment of all the moneys accrued. But government of Malawi knew of these taxes and cuts.  Furthermore, when you die, they were not according you with your religious death or burial rituals. They were only burying you just like any other person.",taxes;religion,,,
,EM:,"Let us talk about the bonuses. I want to understand them. You told me that when your contract came to an end, they gave you a bonus book with an agreement that within six month you must report back to WNLA for you to avail for your bonuses. Failing which, you may not receive the total sum value of your bonuses. Is that correct?",bonuses,,,
,Group:,"Yes, that was the agreement.",bonuses,,,
,EM:,"Now, may those who have travelled more than once respond to this question.  Were you given the money inscribed in your bonus books upon reporting back within the six months?",bonuses,,,
[02:12:30],Ngumbalo Harry:,"In my case, when I reported back, I was not given money, rather I was indebted to start at the position I was working on in the previous contract. That was the bonus for me. If you were a timber boy, you resume work as a timber boy. In the mine, I was work on, it was not money per se for reporting early.  However, if you reported after 6 months, you were to restart with mine school process rather than going straight to the work you had in the previous contract. 132:30 Also, bonus meant that when you come will have the same salary/wage amount. But if you take more than 6 months, you will be changed the work category plus different wage. That’s what bonus was meant for. ",bonuses,,,
,Alabi Mitawa:,"As for me, at the end of my contract, they gave me the bonus book with an explanation that when I come back within the prescribed months (6), they would pay all the bonus benefits. Unfortunately, I did not make it back due to the WNLA closure in 1975. So, in my opinion, my money is still in South Africa.",bonuses,,,
,Pearson Kumbemba:,"Same with me, however, they had told me when I come back within 12months not six as others. ",bonuses,,,
,EM:,"So, the bonus was how much money?",bonuses,,,
,Pearson Kumbemba:,It was the salary for 12 months after a contract of 24months,bonuses,,,
,,"Took pics/scanned copies of bonuses, etc. Permission granted for website publishing",,,,
,EM:,"There is this wind going around that South African government is paying out some cash, like compensation to ex-miners. Would this be the bonuses we are talking about here? Please explain.",bonuses,,,
,Mmadi Masudi,"To some extent it is related to those bonuses being mentioned here. Remember these ex-miners were cut different taxes and contribution to their welfare such as death, coffins, burial places etc. but those who never accessed such funds have lost such funds. It is believed that some ex-miners with the help of other organization took the South African government to court over such unpaid bonuses and taxes by mining companies. The case was won, and South African government is forced to compensate those ex-miners in different countries including Malawi.",bonuses;taxes,,,
,EM:,"these were head tax paid by ex-miners without their knowledge. They only realized this when they came back home that they paid death, burial site, coffin taxes. So, since they were not paid back as they arrived alive in Malawi, such taxes are being claimed today by these ex-miners.",taxes,,,
,JW:,"Finally, how do you feel now to be called magaisa?",magaisa,,,
,Pearson Kumbemba:,We feel proud to be a magaisa. We feel good about it.,magaisa,,,
