objectid,parentid,title,creator,date,date-is-approximate?,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template,object_location,image_small,custom_button_url,image_thumb,image_alt_text,object_transcript
kazambara_image_002,kazambara_001,Page 2,"Dee, Henry",1929-07-23,,"Born in Chinteche, Patterson Kazambara first emigrated to work on the Johannesburg mines in 1913. After Malawians were banned from the mines, Kazambara rapidly moved between employment as a domestic servant in Germiston; a labourer in Potgietersrus; and a mabhalane (clerk) on Zebediela Estate, the largest orange-growing plantation in the world, which employed innumerable Central Africans; a hospital attendant in Johannesburg; on a diamond mine in South West Africa; a coal mine in Witbank.",miner; domestic servant; labourer; clerk; hospital attendant; Chinteche; Johannesburg; Potgietersrus; Zebediela; Witbank; South West Africa,"Johannesburg, South Africa",-26.195246,28.034088,South African National Archives,,Image,image/jpg,English,In Copyright -- Educational Use Permitted. This interview has been verified by Henry Dee for public display. The reuse of this interview is for educational purposes only.,,image,/objects/kazambara_image_002.jpg,/objects/kazambara_image_002.jpg,,/objects/kazambara_image_002.jpg,,
john_001,,"Application by Samuel John, miner and domestic servant","Dee, Henry",1927-06-08,,"Born in Chinteche, Samuel John arrived in Johannesburg in 1908 and found work underground as a miner and supervisory “boss boy”. After Malawians were banned from the mines, John worked at a boarding house in Benoni between 1914 and 1919, before returning to the mines in 1920. By 1926, he was living in the married quarters at Rose Deep mine.",miner; domestic servant; Chinteche; Johannesburg,"Johannesburg, South Africa",-26.195246,28.034088,South African National Archives,,Record,compound_object,English,In Copyright -- Educational Use Permitted. This interview has been verified by Henry Dee for public display. The reuse of this interview is for educational purposes only.,,compound_object,,,/transcripts/john_001.html,,,
john_image_001,john_001,Page 1,"Dee, Henry",1927-06-08,,"Born in Chinteche, Samuel John arrived in Johannesburg in 1908 and found work underground as a miner and supervisory “boss boy”. After Malawians were banned from the mines, John worked at a boarding house in Benoni between 1914 and 1919, before returning to the mines in 1920. By 1926, he was living in the married quarters at Rose Deep mine.",miner; domestic servant; Chinteche; Johannesburg,"Johannesburg, South Africa",-26.195246,28.034088,South African National Archives,,Image,image/jpg,English,In Copyright -- Educational Use Permitted. This interview has been verified by Henry Dee for public display. The reuse of this interview is for educational purposes only.,,image,/objects/john_image_001.jpg,/objects/john_image_001.jpg,,/objects/john_image_001.jpg,,
john_image_002,john_001,Page 2,"Dee, Henry",1927-06-08,,"Born in Chinteche, Samuel John arrived in Johannesburg in 1908 and found work underground as a miner and supervisory “boss boy”. After Malawians were banned from the mines, John worked at a boarding house in Benoni between 1914 and 1919, before returning to the mines in 1920. By 1926, he was living in the married quarters at Rose Deep mine.",miner; domestic servant; Chinteche; Johannesburg,"Johannesburg, South Africa",-26.195246,28.034088,South African National Archives,,Image,image/jpg,English,In Copyright -- Educational Use Permitted. This interview has been verified by Henry Dee for public display. The reuse of this interview is for educational purposes only.,,image,/objects/john_image_002.jpg,/objects/john_image_002.jpg,,/objects/john_image_002.jpg,,
kandowe_001,,"Application by Elias Kandowe, miner","Dee, Henry",1927-05-08,,"Elias Kandowe arrived in Johannesburg during 1914, masquerading as a Mozambican WNLA recruit. He worked as a miner and supervisory “boss boy” until 1925, when he entered private employment in Boksburg and Barberton, where he settled with his family. In mid-1927, he applied to return to the Johannesburg mines as a policeman.",miner; Johannesburg; Boksburg; Barberton,"Johannesburg, South Africa",-26.195246,28.034088,South African National Archives,,Record,compound_object,English,In Copyright -- Educational Use Permitted. This interview has been verified by Henry Dee for public display. The reuse of this interview is for educational purposes only.,,compound_object,,,/transcripts/kandowe_001.html,,,
kandowe_image_001,kandowe_001,Page 1,"Dee, Henry",1927-05-08,,"Elias Kandowe arrived in Johannesburg during 1914, masquerading as a Mozambican WNLA recruit. He worked as a miner and supervisory “boss boy” until 1925, when he entered private employment in Boksburg and Barberton, where he settled with his family. In mid-1927, he applied to return to the Johannesburg mines as a policeman.",miner; Johannesburg; Boksburg; Barberton,"Johannesburg, South Africa",-26.195246,28.034088,South African National Archives,,Image,image/jpg,English,In Copyright -- Educational Use Permitted. This interview has been verified by Henry Dee for public display. The reuse of this interview is for educational purposes only.,,image,/objects/kandowe_image_001.jpg,/objects/kandowe_image_001.jpg,,/objects/kandowe_image_001.jpg,,
kandowe_image_002,kandowe_001,Page 2,"Dee, Henry",1927-05-08,,"Elias Kandowe arrived in Johannesburg during 1914, masquerading as a Mozambican WNLA recruit. He worked as a miner and supervisory “boss boy” until 1925, when he entered private employment in Boksburg and Barberton, where he settled with his family. In mid-1927, he applied to return to the Johannesburg mines as a policeman.",miner; Johannesburg; Boksburg; Barberton,"Johannesburg, South Africa",-26.195246,28.034088,South African National Archives,,Image,image/jpg,English,In Copyright -- Educational Use Permitted. This interview has been verified by Henry Dee for public display. The reuse of this interview is for educational purposes only.,,image,/objects/kandowe_image_002.jpg,/objects/kandowe_image_002.jpg,,/objects/kandowe_image_002.jpg,,
edward_001,,"Application by Tom Edward, miner","Dee, Henry",1927-11-16,,"Born in Tongaland, Tom Edwards masqueraded as a Mozambican mine recruit when he arrived in Johannesburg during 1909. He worked underground and on the surface at various mines until 1923 when he returned to Nyasaland. Edwards emigrated back to South Africa in 1926, lived in the married quarters of City & Suburban mine, and applied to work as a hospital attendant at the end of 1927.",miner; Johannesburg; Pretoria,"Johannesburg, South Africa",-26.195246,28.034088,South African National Archives,,Record,compound_object,English,In Copyright -- Educational Use Permitted. This interview has been verified by Henry Dee for public display. The reuse of this interview is for educational purposes only.,,compound_object,,,/transcripts/edward_001.html,,,
edward_image_001,edward_001,Page 1,"Dee, Henry",1927-11-16,,"Born in Tongaland, Tom Edwards masqueraded as a Mozambican mine recruit when he arrived in Johannesburg during 1909. He worked underground and on the surface at various mines until 1923 when he returned to Nyasaland. Edwards emigrated back to South Africa in 1926, lived in the married quarters of City & Suburban mine, and applied to work as a hospital attendant at the end of 1927.",miner; Johannesburg; Pretoria,"Johannesburg, South Africa",-26.195246,28.034088,South African National Archives,,Image,image/jpg,English,In Copyright -- Educational Use Permitted. This interview has been verified by Henry Dee for public display. The reuse of this interview is for educational purposes only.,,image,/objects/edward_image_001.jpg,/objects/edward_image_001.jpg,,/objects/edward_image_001.jpg,,
edward_image_002,edward_001,Page 2,"Dee, Henry",1927-11-16,,"Born in Tongaland, Tom Edwards masqueraded as a Mozambican mine recruit when he arrived in Johannesburg during 1909. He worked underground and on the surface at various mines until 1923 when he returned to Nyasaland. Edwards emigrated back to South Africa in 1926, lived in the married quarters of City & Suburban mine, and applied to work as a hospital attendant at the end of 1927.",miner; Johannesburg; Pretoria,"Johannesburg, South Africa",-26.195246,28.034088,South African National Archives,,Image,image/jpg,English,In Copyright -- Educational Use Permitted. This interview has been verified by Henry Dee for public display. The reuse of this interview is for educational purposes only.,,image,/objects/edward_image_002.jpg,/objects/edward_image_002.jpg,,/objects/edward_image_002.jpg,,
mncube_001,,"Application by Beton Chemu Mncube, miner and policeman","Dee, Henry",1929-07-24,,"Born in Mzimba, Beton Chemu Mncube worked as a miner and policeman in Johannesburg between 1920 and 1924, and an employee of a timber merchants from 1924 to 1929. By 1929, when he applied to the Government Native Labour Bureau to be re-employed as policeman at Wits Deep mine, he lived in Prospect Township and was married to a Basotho woman, with three children.",miner; police; Mzimba; Johannesburg,"Johannesburg, South Africa",-26.195246,28.034088,South African National Archives,,Record,compound_object,English,In Copyright -- Educational Use Permitted. This interview has been verified by Henry Dee for public display. The reuse of this interview is for educational purposes only.,,compound_object,,,/transcripts/mncube_001.html,,,
mncube_image_001,mncube_001,Page 1,"Dee, Henry",1929-07-24,,"Born in Mzimba, Beton Chemu Mncube worked as a miner and policeman in Johannesburg between 1920 and 1924, and an employee of a timber merchants from 1924 to 1929. By 1929, when he applied to the Government Native Labour Bureau to be re-employed as policeman at Wits Deep mine, he lived in Prospect Township and was married to a Basotho woman, with three children.",miner; police; Mzimba; Johannesburg,"Johannesburg, South Africa",-26.195246,28.034088,South African National Archives,,Image,image/jpg,English,In Copyright -- Educational Use Permitted. This interview has been verified by Henry Dee for public display. The reuse of this interview is for educational purposes only.,,image,/objects/mncube_image_001.jpg,/objects/mncube_image_001.jpg,,/objects/mncube_image_001.jpg,,
mncube_image_002,mncube_001,Page 2,"Dee, Henry",1929-07-24,,"Born in Mzimba, Beton Chemu Mncube worked as a miner and policeman in Johannesburg between 1920 and 1924, and an employee of a timber merchants from 1924 to 1929. By 1929, when he applied to the Government Native Labour Bureau to be re-employed as policeman at Wits Deep mine, he lived in Prospect Township and was married to a Basotho woman, with three children.",miner; police; Mzimba; Johannesburg,"Johannesburg, South Africa",-26.195246,28.034088,South African National Archives,,Image,image/jpg,English,In Copyright -- Educational Use Permitted. This interview has been verified by Henry Dee for public display. The reuse of this interview is for educational purposes only.,,image,/objects/mncube_image_002.jpg,/objects/mncube_image_002.jpg,,/objects/mncube_image_002.jpg,,
chisenga_001,,"Application by Elias Chisenga, cleaner and miner","Dee, Henry",1929-07,yes,"Born in Chinteche, Elias Chisenga arrived in Johannesburg during 1923, masquerading as a Mozambican WNLA recruit to gain employment as a cleaner and miner. Between 1925 and 1928, he repeatedly moved back and forth between South Africa and Chinteche, before applying for re-employment on the Johanensburg mines in mid-1929.",cleaner; miner; Chinteche; Johannesburg,"Johannesburg, South Africa",-26.195246,28.034088,South African National Archives,,Record,compound_object,English,In Copyright -- Educational Use Permitted. This interview has been verified by Henry Dee for public display. The reuse of this interview is for educational purposes only.,,compound_object,,,/transcripts/chisenga_001.html,,,
chisenga_image_001,chisenga_001,Page 1,"Dee, Henry",1929-07,yes,"Born in Chinteche, Elias Chisenga arrived in Johannesburg during 1923, masquerading as a Mozambican WNLA recruit to gain employment as a cleaner and miner. Between 1925 and 1928, he repeatedly moved back and forth between South Africa and Chinteche, before applying for re-employment on the Johanensburg mines in mid-1929.",cleaner; miner; Chinteche; Johannesburg,"Johannesburg, South Africa",-26.195246,28.034088,South African National Archives,,Image,image/jpg,English,In Copyright -- Educational Use Permitted. This interview has been verified by Henry Dee for public display. The reuse of this interview is for educational purposes only.,,image,/objects/chisenga_image_001.jpg,/objects/chisenga_image_001.jpg,,/objects/chisenga_image_001.jpg,,
chisenga_image_002,chisenga_001,Page 2,"Dee, Henry",1929-07,yes,"Born in Chinteche, Elias Chisenga arrived in Johannesburg during 1923, masquerading as a Mozambican WNLA recruit to gain employment as a cleaner and miner. Between 1925 and 1928, he repeatedly moved back and forth between South Africa and Chinteche, before applying for re-employment on the Johanensburg mines in mid-1929.",cleaner; miner; Chinteche; Johannesburg,"Johannesburg, South Africa",-26.195246,28.034088,South African National Archives,,Image,image/jpg,English,In Copyright -- Educational Use Permitted. This interview has been verified by Henry Dee for public display. The reuse of this interview is for educational purposes only.,,image,/objects/chisenga_image_002.jpg,/objects/chisenga_image_002.jpg,,/objects/chisenga_image_002.jpg,,
phiri_003,,"Application by Amos Phiri, miner and blacksmith","Dee, Henry",1927-05-02,,"Born in Chinteche, Amos Phiri arrived in Johannesburg during 1915, and found work underground as a miner and supervisory “boss boy” posing as a Mozambican. In 1926, he relocated to Barberton where he worked as a blacksmith at the New Amianthus mine. In mid-1927, he applied to re-employed on the Johannesburg mines.",miner; supervisory; boss boy; blacksmith; Chinteche; Johannesburg; Barberton,"Johannesburg, South Africa",-26.195246,28.034088,South African National Archives,,Record,compound_object,English,In Copyright -- Educational Use Permitted. This interview has been verified by Henry Dee for public display. The reuse of this interview is for educational purposes only.,,compound_object,,,/transcripts/phiri_003.html,,,
phiri_003_image_001,phiri_003,Page 1,"Dee, Henry",1927-05-02,,"Born in Chinteche, Amos Phiri arrived in Johannesburg during 1915, and found work underground as a miner and supervisory “boss boy” posing as a Mozambican. In 1926, he relocated to Barberton where he worked as a blacksmith at the New Amianthus mine. In mid-1927, he applied to re-employed on the Johannesburg mines.",miner; supervisory; boss boy; blacksmith; Chinteche; Johannesburg; Barberton,"Johannesburg, South Africa",-26.195246,28.034088,South African National Archives,,Image,image/jpg,English,In Copyright -- Educational Use Permitted. This interview has been verified by Henry Dee for public display. The reuse of this interview is for educational purposes only.,,image,/objects/phiri_003_image_001.jpg,/objects/phiri_003_image_001.jpg,,/objects/phiri_003_image_001.jpg,,
nyumbane_001,,"Application by Simon Nyumbane, domsetic servant, miner, policeman and baker","Dee, Henry",1927-03-22,,"Born in Ekwendeni, Simon Nyumbane migrated independently to South Africa in 1921, and found work as a domestic servant and dairyman in Johannesburg; he became a mine policeman and miner in 1922, posing as a Basotho; in 1924 he left the mines to work as a baker, domestic servant and on a farm. In 1927, he applied to be re-employed on the Johannesburg mines.",domestic servant; miner; policeman; baker; Ekwendeni; Johannesburg,"Johannesburg, South Africa",-26.195246,28.034088,South African National Archives,,Record,compound_object,English,In Copyright -- Educational Use Permitted. This interview has been verified by Henry Dee for public display. The reuse of this interview is for educational purposes only.,,compound_object,,,/transcripts/nyumbane_001.html,,,
nyumbane_image_001,nyumbane_001,Page 1,"Dee, Henry",1927-03-22,,"Born in Ekwendeni, Simon Nyumbane migrated independently to South Africa in 1921, and found work as a domestic servant and dairyman in Johannesburg; he became a mine policeman and miner in 1922, posing as a Basotho; in 1924 he left the mines to work as a baker, domestic servant and on a farm. In 1927, he applied to be re-employed on the Johannesburg mines.",domestic servant; miner; policeman; baker; Ekwendeni; Johannesburg,"Johannesburg, South Africa",-26.195246,28.034088,South African National Archives,,Image,image/jpg,English,In Copyright -- Educational Use Permitted. This interview has been verified by Henry Dee for public display. The reuse of this interview is for educational purposes only.,,image,/objects/nyumbane_image_001.jpg,/objects/nyumbane_image_001.jpg,,/objects/nyumbane_image_001.jpg,,
nyumbane_image_002,nyumbane_001,Page 2,"Dee, Henry",1927-03-22,,"Born in Ekwendeni, Simon Nyumbane migrated independently to South Africa in 1921, and found work as a domestic servant and dairyman in Johannesburg; he became a mine policeman and miner in 1922, posing as a Basotho; in 1924 he left the mines to work as a baker, domestic servant and on a farm. In 1927, he applied to be re-employed on the Johannesburg mines.",domestic servant; miner; policeman; baker; Ekwendeni; Johannesburg,"Johannesburg, South Africa",-26.195246,28.034088,South African National Archives,,Image,image/jpg,English,In Copyright -- Educational Use Permitted. This interview has been verified by Henry Dee for public display. The reuse of this interview is for educational purposes only.,,image,/objects/nyumbane_image_002.jpg,/objects/nyumbane_image_002.jpg,,/objects/nyumbane_image_002.jpg,,
saidi_001,,"Life history of Yusuf Saidi, muezzin and imam","Dee, Henry",2014-06-10,,"Yusuf Saidi (1928-2005) was a “deeply religious” man. In May 2014 his daughter Sakina Mohamed recounted, “before anything he was a Muslim”. Travelling to South Africa in the mid-1950s, Yusuf worked in numerous mosques across the Transvaal, starting as a muezzin in Kerk Street, Johannesburg before establishing himself a well-respected and well-loved muazzin and imam in Marabastad from the 1960s. Also a spiritual healer and loving father, Yusuf spent his adult life in South Africa, only returning once to Malawi in 1987.",cinema worker; muezzin; imam; Johannesburg; Pretoria; Pretoria Muslim Trust,"Pretoria, South Africa",-25.746111,28.188056,University of Glasgow,,Record,compound_object,English,In Copyright -- Educational Use Permitted. This interview has been verified by Henry Dee for public display. The reuse of this interview is for educational purposes only.,,compound_object,,,/transcripts/saidi_001.html,,,
saidi_image_001,saidi_001,Yusuf Saidi in the 1960s,"Dee, Henry",1960,yes,"Yusuf Saidi (1928-2005) was a “deeply religious” man. In May 2014 his daughter Sakina Mohamed recounted, “before anything he was a Muslim”. Travelling to South Africa in the mid-1950s, Yusuf worked in numerous mosques across the Transvaal, starting as a muezzin in Kerk Street, Johannesburg before establishing himself a well-respected and well-loved muazzin and imam in Marabastad from the 1960s. Also a spiritual healer and loving father, Yusuf spent his adult life in South Africa, only returning once to Malawi in 1987.",cinema worker; muezzin; imam; Johannesburg; Pretoria; Pretoria Muslim Trust,"Pretoria, South Africa",-25.746111,28.188056,University of Glasgow,,Image,image/jpg,English,In Copyright -- Educational Use Permitted. This interview has been verified by Henry Dee for public display. The reuse of this interview is for educational purposes only.,,image,/objects/saidi_image_001.jpg,/objects/saidi_image_001.jpg,,/objects/saidi_image_001.jpg,,
saidi_image_002,saidi_001,Yusuf Saidi with relaives from Malawi in the 1980s,"Dee, Henry",1980,yes,"Yusuf Saidi (1928-2005) was a “deeply religious” man. In May 2014 his daughter Sakina Mohamed recounted, “before anything he was a Muslim”. Travelling to South Africa in the mid-1950s, Yusuf worked in numerous mosques across the Transvaal, starting as a muezzin in Kerk Street, Johannesburg before establishing himself a well-respected and well-loved muazzin and imam in Marabastad from the 1960s. Also a spiritual healer and loving father, Yusuf spent his adult life in South Africa, only returning once to Malawi in 1987.",cinema worker; muezzin; imam; Johannesburg; Pretoria; Pretoria Muslim Trust,"Pretoria, South Africa",-25.746111,28.188056,University of Glasgow,,Image,image/jpg,English,In Copyright -- Educational Use Permitted. This interview has been verified by Henry Dee for public display. The reuse of this interview is for educational purposes only.,,image,/objects/saidi_image_002.jpg,/objects/saidi_image_002.jpg,,/objects/saidi_image_002.jpg,,
mitawa_001,,Interviews with Alabi Mitawa: Migrant to South Africa,"Mitawa, Alabi",2022-04-24,,"Alabi Mitawa, a Muslim man from Katema (30 km from Mangochi), left on his first WNLA contract in 1964, at the age of 20. He completed three contracts with WNLA, with the final one concluding in 1973. He was married with one child when he left for his first contract. While away on his third contract, his third child died as a baby. In the first interview, he recounts the process of recruitment and screening, life in the mine barracks, learning Fanagalo (the language developed for workers in the mines), and consumer purchases he made. His nostalgic view of his time with WNLA is reinforced by his pride at the house he was able to build for his family upon his return. In the second interview, he elaborates upon his family’s background, discussions with his wife about whether to begin labor migration, the process of communicating with family and sending them remittances, and his feelings about the end of the migration program in 1974.",marriage; children; bonus; recruitment; Orange Free State; bicycles; consumer goods,"Mangochi, Malawi",-14.46,35.27,"Mitawa, Alabi",,Record,compound_object,English,In Copyright -- Educational Use Permitted. The reuse of this interview is for educational purposes only.,,compound_object,,,/transcripts/mitawa_001.html,,,
mitawa_image_001,mitawa_001,Photo of Alabi Mitawa on day of his interview,"Mitawa, Alabi",2022-04-24,,Photo of Alabi Mitawa on day of his interview,marriage; children; bonus; recruitment; Orange Free State; bicycles; consumer goods,"Mangochi, Malawi",-14.46,35.27,"Mitawa, Alabi",,Image,image/jpg,English,In Copyright -- Educational Use Permitted. The reuse of this interview is for educational purposes only.,,image,/objects/mitawa_image_001.jpg,/objects/mitawa_image_001.jpg,,/objects/mitawa_image_001.jpg,,
mitawa_image_002,mitawa_001,Alabi Mitawa's 1969 Employment Record Book,"Mitawa, Alabi",1966-08-17,,What is left of Alabi Mitawa's 1969 Employment Record Book,documentation,"Mangochi, Malawi",-14.46,35.27,"Mitawa, Alabi",,Image,image/jpg,English,In Copyright -- Educational Use Permitted. The reuse of this interview is for educational purposes only.,,image,/objects/mitawa_image_002.jpg,/objects/mitawa_image_002_sm.jpg,,/objects/mitawa_image_002_th.jpg,,
mitawa_image_003,mitawa_001,Interviews with Alabi Mitawa: Migrant to South Africa,"Mitawa, Alabi",2022-04-24,,"Alabi Mitawa, a Muslim man from Katema (30 km from Mangochi), left on his first WNLA contract in 1964, at the age of 20. He completed three contracts with WNLA, with the final one concluding in 1973. He was married with one child when he left for his first contract. While away on his third contract, his third child died as a baby. In the first interview, he recounts the process of recruitment and screening, life in the mine barracks, learning Fanagalo (the language developed for workers in the mines), and consumer purchases he made. His nostalgic view of his time with WNLA is reinforced by his pride at the house he was able to build for his family upon his return. In the second interview, he elaborates upon his family’s background, discussions with his wife about whether to begin labor migration, the process of communicating with family and sending them remittances, and his feelings about the end of the migration program in 1974.",marriage; children; bonus; recruitment; Orange Free State; bicycles; consumer goods,"Mangochi, Malawi",-14.46,35.27,"Mitawa, Alabi",,Image,image/jpg,English,In Copyright -- Educational Use Permitted. The reuse of this interview is for educational purposes only.,,image,/objects/mitawa_image_003.jpg,/objects/mitawa_image_003_sm.jpg,,/objects/mitawa_image_003_th.jpg,,
mitawa_image_004,mitawa_001,Interviews with Alabi Mitawa: Migrant to South Africa,"Mitawa, Alabi",2022-04-24,,"Alabi Mitawa, a Muslim man from Katema (30 km from Mangochi), left on his first WNLA contract in 1964, at the age of 20. He completed three contracts with WNLA, with the final one concluding in 1973. He was married with one child when he left for his first contract. While away on his third contract, his third child died as a baby. In the first interview, he recounts the process of recruitment and screening, life in the mine barracks, learning Fanagalo (the language developed for workers in the mines), and consumer purchases he made. His nostalgic view of his time with WNLA is reinforced by his pride at the house he was able to build for his family upon his return. In the second interview, he elaborates upon his family’s background, discussions with his wife about whether to begin labor migration, the process of communicating with family and sending them remittances, and his feelings about the end of the migration program in 1974.",marriage; children; bonus; recruitment; Orange Free State; bicycles;consumer goods,"Mangochi, Malawi",-14.46,35.27,"Mitawa, Alabi",,Image,image/jpg,English,In Copyright -- Educational Use Permitted. The reuse of this interview is for educational purposes only.,,image,/objects/mitawa_image_004.jpg,/objects/mitawa_image_004_sm.jpg,,/objects/mitawa_image_004_th.jpg,,
mitawa_text_001,mitawa_001,Alabi Mitawa's 1969 contract,"Mitawa, Alabi",1969-11-13,,"Alabi Mitawa's standardized contract with St. Helena gold mines. Mitawa ""signed"" the contract with his thumb.",documentation; contracts,"Blantyre, Malawi",-15.786111,35.005833,"Mitawa, Alabi",,Text,application/pdf,English,In Copyright -- Educational Use Permitted. The reuse of this interview is for educational purposes only.,,pdf,/objects/mitawa_text_001.pdf,/objects/mitawa_text_001_sm.jpg,,/objects/mitawa_text_001_th.jpg,,
mitawa_text_002,mitawa_001,Alabi Mitawa's 1964 Identity document,"Mitawa, Alabi",1964-08-05,,"Alabi Mitawa's identity document, issued a month after Malawi's independence in 1964. Acquiring such a document was the first significant step on an aspirant's journey to enroll in WNLA's recruitment program",documentation,"Mangochi, Malawi",-14.46,35.27,"Mitawa, Alabi",,Text,application/pdf,English,In Copyright -- Educational Use Permitted. The reuse of this interview is for educational purposes only.,,pdf,/objects/mitawa_text_002.pdf,/objects/mitawa_text_002_sm.jpg,,/objects/mitawa_text_002_th.jpg,,
mitawa_text_003,mitawa_001,Alabi Mitawa's Identity document from the mid-to-late 1960s,"Mitawa, Alabi",1965,yes,"Alabi Mitawa's identity document, issued in the mid-to-late 1960s, just as Fort Johnston was being renamed Mangochi. Acquiring such a document was the first significant step on an aspirant's journey to enroll in WNLA's recruitment program",documentation,"Mangochi, Malawi",-14.46,35.27,"Mitawa, Alabi",,Text,application/pdf,English,In Copyright -- Educational Use Permitted. The reuse of this interview is for educational purposes only.,,pdf,/objects/mitawa_text_003.pdf,/objects/mitawa_text_003_sm.jpg,,/objects/mitawa_text_003_th.jpg,,
mitawa_text_004,mitawa_001,Alabi Mitawa's 1966 Identity document,"Mitawa, Alabi",1966-08-17,,"Alabi Mitawa's identity document, issued in 1966. Though two years after independence from Britain, the physical document still bears the colonial name Nyasaland and the district office stamp still bears the colonial name of Fort Johnston. Acquiring such a document was the first significant step on an aspirant's journey to enroll in WNLA's recruitment program",documentation,"Mangochi, Malawi",-14.46,35.27,"Mitawa, Alabi",,Text,application/pdf,English,In Copyright -- Educational Use Permitted. The reuse of this interview is for educational purposes only.,,pdf,/objects/mitawa_text_004.pdf,/objects/mitawa_text_004_sm.jpg,,/objects/mitawa_text_004_th.jpg,,
mitawa_text_005,mitawa_001,Alabi Mitawa's 1968 re-engagement certificate,"Mitawa, Alabi",1968-03-25,,This re-engagement certificate affirmed Alabi Mitawa's right to be re-employed at the same mine while retaining his seniority of position and pay on a future contract.,re-employment; St. Helena gold mine; documentation,"Welkom, South Africa",-27.983056,26.720833,"Mitawa, Alabi",,Text,application/pdf,English,In Copyright -- Educational Use Permitted. The reuse of this interview is for educational purposes only.,,pdf,/objects/mitawa_text_005.pdf,/objects/mitawa_text_005_sm.jpg,,/objects/mitawa_text_005_th.jpg,,
asidi_001,,Interview with Asidi James,"Daimon, Anusa",2013-10-15,,,Chinhoyi; chef; children; communication; family; marriage; documentation; transportation,"Trelawney, Zimbabwe",-17.4124528,30.3055418,"James, Asidi",,Record,compound_object,English,In Copyright -- Educational Use Permitted. The reuse of this interview is for educational purposes only.,,compound_object,,,/transcripts/asidi_001.html,,,
chiwaya_001,,Interview with MacDonald Chiwaya and Tambuli Samson: Migrants to South Africa,"Mandala, Elias P.K. ",2022-04-24,,"This interview was conducted with two interviewees. MacDonald Chiwaya went on his first WNLA contract in 1972 at the age of 22, while Tambuli Samson went that same year at the age of 21. Both hail from Mponda in the Mangochi administrative district. Samson was married with no children on his first contract, while Chiwaya was not yet married. In their joint interview, the men discuss the recruitment process, learning Fanagalo, arrival at the mines, recreational opportunities, and promotion to higher positions such as “bell boy” and “lamp clerk.” They discuss interactions with more settled Malawian migrant communities outside the mines as well as derogatory treatment by South African Black workers, who resented their presence in the mines.",interethnic relations; consumer purchases; bonus; izibonda; Fanagalo,"Mangochi, Malawi",-14.46,35.27,"Chiwaya, Macdonald; Samson, Tambuli",,Record,compound_object,English,In Copyright -- Educational Use Permitted. The reuse of this interview is for educational purposes only.,,compound_object,,,/transcripts/chiwaya_001.html,,,
denisani_001,,Interview with Denisani Iliyasa,"Daimon, Anusa",2013-10-17,,An interview with Denisani Iliyasa on his life history as a farm worker on Zimbabwean farms and his post-Agrarian reform experiences,migrant labor; Zimbabwe; employment history; agrarian reform,"Trelawney, Zimbabwe",-17.4124528,30.3055418,"Denisani, Iliyasa",,Record,compound_object,English,In Copyright -- Educational Use Permitted. The reuse of this interview is for educational purposes only.,,compound_object,,,/transcripts/denisani_001.html,,,
galatiya_001,,Interview with Agnes Galatiya: migration to Zimbabwe,"Groves, Zoë",2008-02-12,,"An interview with married couple, Agnes Galatiya and Gilidala Galatiya Kathole. Agnes was born in Zimbabwe to a Malawian father and Zimbabwean mother. Her husband migrated from Ntcheu to Zimbabwe in 1959. They discuss life in Harare in the 1950s, politics, church, and returning to Malawi in 1993.",migrant labor; Zimbabwe; federation; Ntcheu,"Ntcheu, Malawi",-14.8179372,34.5571049,"Galatiya, Agnes; Galatiya Kathole, Gilidala",,Record,compound_object,English,In Copyright -- Educational Use Permitted. The reuse of this interview is for educational purposes only.,,compound_object,,,/transcripts/galatiya_001.html,,,
galatiya_002,,Interview with Gilidala Galatiya Kathyole: migration to Zimbabwe,"Groves, Zoë",2008-02-12,,"An interview with married couple, Agnes Galatiya and Gilidala Galatiya Kathole. Agnes was born in Zimbabwe to a Malawian father and Zimbabwean mother. Her husband migrated from Ntcheu to Zimbabwe in 1959. They discuss life in Harare in the 1950s, politics, church, and returning to Malawi in 1993.",migrant labor; Zimbabwe; federation; Ntcheu,"Ntcheu, Malawi",-14.8179372,34.5571049,"Galatiya, Agnes; Galatiya Kathole, Gilidala",,Record,compound_object,English,In Copyright -- Educational Use Permitted. The reuse of this interview is for educational purposes only.,,compound_object,,,/transcripts/galatiya_002.html,,,
ibrahim_001,,Interview with Ibrahim from Dedza: labor migration to Zimbabwe,"Groves, Zoë",2008-03-08,,"An interview with Ibrahim in which he discusses his experience of living and working in Zimbabwe between 1953 and 1988, and life after he returned to Dedza in Malawi. ",migrant labor; dedza; Zimbabwe; work; marriage; Yao; Senga; Islam; dance,"Dedza, Malawi",-14.38505,34.3038224,Ibrahim,,Record,compound_object,English,In Copyright -- Educational Use Permitted. The reuse of this interview is for educational purposes only.,,compound_object,,,/transcripts/ibrahim_001.html,,,
